customer_id,region,subscription_plan,contract_type,tenure_months,monthly_logins,customer_satisfaction_score,industry,company_size,years_in_business,monthly_subscription_fee_gbp,discount_percentage,employee_count,active_users,feature_usage_score,avg_session_duration_minutes,projects_created,integrations_enabled,support_tickets_last_6m,avg_resolution_time_hours,payment_failures_last_12m,email_open_rate,webinar_attendance_count,monthly_recurring_revenue,lifetime_value,signup_date,last_login_date,customer_segment,acquisition_channel,churn
CF04571,East Midlands,Starter,Monthly,12,47.0,1.0,Retail,Small,19,29,36,24,5,44.0,74.0,54,8,4,35,4,96.0,9,29.02,348.24,2022-07-14,2023-05-06,Smb,Referral,No
CF06284,London,Professional,Annual,4,49.0,7.0,Logistics,Medium,20,199,11,54,19,47.0,62.0,43,17,2,24,4,25.0,0,194.03,776.12,2021-12-05,2022-06-02,Enterprise,Partner,No
CF03766,South West,Professional,Monthly,23,38.0,1.0,Manufacturing,Micro,29,29,18,8,3,86.0,76.0,189,12,3,17,5,72.0,0,24.81,570.63,2024-06-02,2025-05-29,Smb,Organic Search,Yes
CF00707,Wales,Starter,Monthly,10,39.0,3.0,Manufacturing,Small,10,29,38,13,6,2.0,27.0,56,2,2,68,4,32.0,5,32.14,321.4,2023-10-29,2024-08-26,Smb,Linkedin,No
CF05822,Wales,Starter,Annual,9,51.0,7.0,Logistics,Micro,27,199,9,1,0,74.0,,0,1,3,48,2,51.0,3,176.95,1592.55,2020-08-22,2021-05-02,Mid-Market,Organic Search,No
CF10547,Scotland,Starter,Annual,18,49.0,10.0,Healthcare,Micro,23,79,7,6,3,84.0,114.0,171,10,1,4,5,33.0,5,83.98,1511.64,2022-03-31,2022-08-10,Smb,Linkedin,No
CF05676,North East,Starter,Monthly,5,42.0,4.0,Technology,Micro,3,29,9,7,2,59.0,91.0,51,1,3,52,4,2.0,9,29.32,146.6,2022-10-02,2023-09-09,Smb,Google Ads,No
CF10886,Scotland,Starter,Monthly,2,44.0,5.0,Retail,Small,23,29,40,43,20,79.0,83.0,52,12,2,40,0,46.0,11,23.84,47.68,2021-03-02,2021-05-06,Enterprise,Direct,No
CF01010,Scotland,Starter,Monthly,6,44.0,3.0,Technology,Small,22,199,21,47,24,26.0,80.0,61,6,1,26,4,38.0,7,173.87,1043.22,2024-06-08,2024-10-13,Smb,Partner,Yes
CF14127,North East,Starter,Annual,28,,3.0,Education,Large,18,29,14,975,624,,37.0,108,9,2,52,2,55.0,2,26.73,748.44,2022-02-11,2022-04-20,Enterprise,Google Ads,No
CF06477,Wales,Professional,Annual,4,43.0,4.0,Logistics,Micro,16,29,13,5,1,2.0,119.0,187,3,3,14,1,11.0,11,32.61,130.44,2021-11-09,2022-01-19,Smb,Organic Search,Yes
CF04110,London,Starter,Annual,12,31.0,10.0,Education,Small,12,29,38,29,11,6.0,149.0,174,10,3,61,5,23.0,5,27.89,334.68,2024-03-26,2024-07-10,Smb,Organic Search,No
CF06062,North East,Starter,Monthly,6,56.0,6.0,Finance,Micro,25,79,23,7,1,9.0,10.0,60,4,3,25,3,50.0,0,85.28,511.68,2021-12-08,2022-05-17,Smb,Organic Search,Yes
CF13240,East Midlands,Starter,Monthly,13,54.0,10.0,Retail,Small,21,29,6,33,13,79.0,178.0,50,19,1,35,0,53.0,2,34.53,448.89,2021-01-04,2021-03-18,Smb,Organic Search,No
CF01084,Wales,Starter,Monthly,11,42.0,,Technology,Large,21,29,28,477,160,20.0,177.0,42,19,1,48,1,49.0,5,27.86,306.46,2021-08-31,2021-09-16,Smb,Google Ads,Yes
CF11146,South East,Enterprise,Annual,25,53.0,2.0,Manufacturing,Small,10,79,25,12,5,96.0,,108,10,4,11,4,18.0,11,79.96,1999.0,2023-11-09,2024-05-25,Smb,Direct,No
CF05378,North East,Starter,Monthly,3,42.0,8.0,Manufacturing,Micro,15,29,17,4,1,67.0,62.0,142,2,4,29,2,72.0,0,32.73,98.19,2021-08-31,2022-04-07,Mid-Market,Referral,No
CF08090,South West,Starter,Annual,38,50.0,2.0,Logistics,Micro,14,29,3,10,4,95.0,23.0,126,5,2,3,4,97.0,2,33.28,1264.64,2024-03-15,2024-07-01,Smb,Organic Search,No
CF07946,Wales,Enterprise,Monthly,27,41.0,6.0,Retail,Medium,13,79,38,181,114,44.0,54.0,80,6,5,18,2,58.0,7,82.57,2229.39,2024-05-28,2024-11-05,Smb,Organic Search,No
CF06489,Wales,Enterprise,Annual,16,45.0,4.0,Education,Micro,29,79,22,5,2,57.0,144.0,172,8,2,1,1,6.0,9,90.79,1452.64,2024-09-25,2024-10-15,Smb,Direct,No
CF00874,East Midlands,Enterprise,Annual,17,46.0,10.0,Manufacturing,Micro,12,29,7,4,3,92.0,80.0,168,5,1,64,2,59.0,0,32.25,548.25,2022-10-04,2022-10-18,Mid-Market,Referral,No
CF10513,Scotland,Starter,Monthly,25,50.0,2.0,Manufacturing,Large,12,29,1,880,608,64.0,126.0,34,3,1,60,1,,0,27.52,688.0,2023-09-15,2024-05-23,Mid-Market,Organic Search,No
CF08516,South West,Enterprise,Monthly,7,44.0,8.0,Retail,Micro,14,199,7,2,1,78.0,32.0,150,5,2,18,1,0.0,2,175.14,1225.98,2021-01-21,2021-10-18,Smb,Partner,No
CF08064,Scotland,Professional,Monthly,64,40.0,7.0,Finance,Small,25,199,16,21,16,20.0,48.0,182,0,2,42,2,32.0,6,200.26,12816.64,2023-12-27,2024-11-16,Mid-Market,Linkedin,No
CF05367,North East,Starter,Monthly,11,64.0,3.0,Healthcare,Micro,30,29,17,8,4,4.0,70.0,60,5,2,51,3,1.0,10,29.48,324.28,2022-07-02,2022-11-05,Smb,Referral,Yes
CF07856,East Midlands,Starter,Monthly,12,41.0,8.0,Retail,Medium,15,29,36,213,64,82.0,120.0,150,10,1,29,3,56.0,4,27.41,328.92,2020-08-28,2021-06-29,Mid-Market,Referral,No
CF14013,South West,Professional,Monthly,22,50.0,10.0,Retail,Large,19,79,0,761,537,72.0,132.0,53,16,2,64,4,79.0,6,76.96,1693.12,2024-09-27,2024-10-27,Smb,Linkedin,No
CF04236,Wales,Professional,Monthly,1,43.0,10.0,Healthcare,Micro,8,79,32,8,3,45.0,125.0,37,8,2,63,1,51.0,3,78.18,78.18,2022-11-07,2023-05-18,Enterprise,Referral,No
CF04140,London,Starter,Monthly,2,40.0,5.0,Finance,Small,17,29,17,22,10,38.0,143.0,114,0,1,61,1,13.0,2,30.88,61.76,2023-12-22,2024-04-26,Enterprise,Direct,No
CF02702,North West,Enterprise,Monthly,1,4205.0,10.0,Logistics,Small,26,29,36,19,11,84.0,93.0,195,18,2,61,4,79.0,7,24.98,24.98,2021-10-24,2022-02-08,Mid-Market,Google Ads,No
CF04857,Wales,Professional,Monthly,17,50.0,4.0,Manufacturing,Micro,16,29,19,9,2,41.0,42.0,40,19,1,35,2,42.0,7,27.93,474.81,2024-11-12,2025-02-02,Smb,Direct,No
CF10540,North West,Professional,Annual,17,33.0,2.0,Finance,Small,8,79,20,12,3,18.0,111.0,179,6,3,9,0,21.0,10,64.26,1092.42,2023-02-11,2023-04-22,Smb,Partner,No
CF06682,Wales,Starter,Monthly,24,40.0,3.0,Retail,Micro,11,29,38,2,0,,23.0,159,13,2,48,2,,0,30.53,732.72,2020-09-21,2020-11-20,Mid-Market,Linkedin,No
CF07802,East Midlands,Starter,Monthly,38,,10.0,Retail,Micro,27,199,26,6,2,75.0,9.0,4,13,1,23,3,43.0,9,237.48,9024.24,2020-09-26,2021-02-05,Smb,Direct,No
CF08340,East Midlands,Starter,Monthly,1,43.0,7.0,Retail,Medium,21,29,14,221,92,61.0,78.0,112,6,1,27,1,,6,28.39,28.39,2022-04-28,2023-03-06,Smb,Google Ads,No
CF10509,West Midlands,Professional,Monthly,7,44.0,4.0,Logistics,Small,17,199,30,18,11,2.0,83.0,46,10,0,37,4,97.0,6,229.47,1606.29,2020-10-29,2021-10-24,Enterprise,Partner,Yes
CF06778,West Midlands,Starter,Monthly,39,36.0,8.0,Education,Small,2,79,32,17,7,12.0,45.0,193,1,0,38,3,18.0,0,83.04,3238.56,2021-03-22,2021-07-03,Smb,Organic Search,No
CF12632,North West,Professional,Monthly,26,38.0,5.0,Logistics,Micro,25,29,16,9,7,44.0,93.0,157,13,3,7,3,10.0,4,27.0,702.0,2021-03-19,2021-08-26,Smb,Organic Search,No
CF10040,West Midlands,Starter,Monthly,7,48.0,4.0,Retail,Large,17,79,34,904,637,25.0,11.0,195,18,1,55,5,64.0,2,68.74,481.18,2022-08-14,2023-05-18,Smb,Google Ads,No
CF02084,East Midlands,Professional,Monthly,4,37.0,7.0,Finance,Large,8,79,2,468,188,19.0,95.0,75,2,2,2,0,48.0,5,71.12,284.48,2021-06-06,2021-06-17,Smb,Google Ads,Yes
CF08984,Wales,Professional,Annual,21,,7.0,Manufacturing,Small,20,199,40,20,5,67.0,102.0,24,7,0,66,1,34.0,2,221.67,4655.07,2023-05-20,2023-10-09,Smb,Referral,No
CF00822,West Midlands,Starter,Annual,5,47.0,9.0,Healthcare,Large,25,29,27,912,318,59.0,103.0,77,5,2,6,0,76.0,3,32.63,163.15,2020-01-11,2020-05-27,Mid-Market,Direct,No
CF00625,North West,Professional,Monthly,69,42.0,6.0,Finance,Medium,23,29,34,191,119,45.0,132.0,163,14,3,41,2,44.0,8,28.61,1974.09,2022-12-17,2023-08-15,Enterprise,Organic Search,No
CF11809,North East,Starter,Annual,6,50.0,9.0,Finance,Micro,19,29,33,5,3,55.0,77.0,173,3,4,65,1,4.0,6,30.67,184.02,2022-12-29,2023-03-10,Smb,Linkedin,No
CF00102,West Midlands,Professional,Annual,1,51.0,6.0,Logistics,Micro,17,79,27,6,4,55.0,69.0,5,4,2,5,5,88.0,7,76.57,76.57,2022-05-12,2022-11-20,Enterprise,Referral,No
CF11659,South West,Professional,Monthly,19,44.0,1.0,Logistics,Micro,16,29,18,6,2,48.0,100.0,91,11,2,39,2,49.0,1,33.88,643.72,2022-09-04,2022-10-17,Smb,Google Ads,No
CF14151,South East,Professional,Monthly,19,35.0,8.0,Technology,Micro,29,29,14,9,2,2.0,99.0,2,19,3,11,2,17.0,8,26.06,495.14,2021-08-07,2022-07-18,Mid-Market,Linkedin,No
CF14216,East Midlands,Starter,Annual,6,40.0,6.0,Education,Micro,20,29,37,4,1,96.0,5.0,64,13,1,27,0,39.0,7,27.29,163.74,2020-09-15,2020-12-18,Mid-Market,Referral,No
CF03246,South West,Professional,Monthly,5,39.0,1.0,Education,Micro,10,79,17,7,4,2.0,67.0,119,6,2,47,2,41.0,1,80.02,400.1,2021-07-28,2021-11-30,Smb,Partner,Yes
CF13615,North East,Starter,Annual,62,58.0,10.0,Retail,Small,21,199,28,27,15,85.0,97.0,146,8,4,38,5,71.0,1,166.56,10326.72,2022-09-27,2023-08-29,Mid-Market,Referral,No
CF12855,North West,Starter,Monthly,4,,3.0,Retail,Micro,7,29,22,5,3,68.0,133.0,156,11,3,52,2,,4,25.46,101.84,2021-02-15,2021-08-13,Smb,Referral,Yes
CF14753,North West,Enterprise,Monthly,60,50.0,,Technology,Micro,7,29,21,9,6,89.0,149.0,8,7,2,45,5,58.0,9,26.84,1610.4,2021-11-27,2022-10-13,Smb,Google Ads,Yes
CF10220,South East,Starter,Monthly,17,44.0,10.0,Logistics,Micro,5,29,30,2,1,45.0,21.0,135,16,3,21,3,93.0,5,25.3,430.1,2023-07-15,2024-04-01,Enterprise,Partner,No
CF01669,North East,Professional,Monthly,3,49.0,2.0,Retail,Micro,17,79,29,7,4,45.0,30.0,134,2,0,60,2,69.0,6,70.28,210.84,2020-10-16,2021-07-13,Smb,Partner,Yes
CF14240,North East,Starter,Monthly,8,36.0,,Healthcare,Micro,12,79,38,6,1,93.0,139.0,131,19,3,5,3,51.0,5,87.51,700.08,2024-04-03,2024-12-17,Smb,Google Ads,Yes
CF14045,East Midlands,Enterprise,Monthly,14,40.0,1.0,Logistics,Medium,1,199,32,227,171,6.0,74.0,59,5,3,57,5,33.0,0,179.72,2516.08,2025-04-13,2025-06-20,Mid-Market,Partner,Yes
CF13358,South East,Starter,Annual,13,39.0,7.0,Finance,Micro,24,79,34,3,2,45.0,42.0,122,7,4,32,3,69.0,4,65.61,852.93,2021-01-06,2021-09-14,Smb,Linkedin,No
CF05985,West Midlands,Starter,Monthly,23,44.0,9.0,Logistics,Micro,26,79,10,2,1,73.0,29.0,168,10,0,32,2,89.0,3,75.85,1744.55,2020-01-06,2020-07-10,Smb,Partner,No
CF12102,Wales,Starter,Monthly,38,,8.0,Technology,Medium,18,29,17,162,124,69.0,154.0,175,8,1,45,0,73.0,4,27.47,1043.86,2022-05-12,2022-07-12,Smb,Organic Search,No
CF14298,South West,Starter,Monthly,8,57.0,3.0,Finance,Micro,19,29,39,5,2,5.0,91.0,26,5,4,46,5,5.0,3,26.94,215.52,2024-11-22,2025-06-20,Smb,Organic Search,Yes
CF07513,Scotland,Starter,Annual,18,38.0,6.0,Education,Medium,8,29,0,75,31,97.0,160.0,71,2,1,14,2,10.0,2,28.51,513.18,2020-09-29,2021-08-06,Smb,Google Ads,No
CF14046,South East,Starter,Monthly,23,60.0,5.0,Healthcare,Medium,7,29,23,116,84,67.0,94.0,194,4,0,43,2,92.0,7,29.05,668.15,2020-05-13,2020-07-18,Smb,Referral,No
CF13236,South West,Starter,Monthly,13,50.0,10.0,Logistics,Small,29,29,0,42,20,,114.0,164,4,4,11,2,92.0,1,28.72,373.36,2024-09-28,2025-02-11,Smb,Google Ads,No
CF09457,West Midlands,Starter,Monthly,5,,5.0,Retail,Small,15,29,19,43,25,,47.0,19,11,2,46,0,53.0,11,26.16,130.8,2024-01-18,2024-03-26,Mid-Market,Partner,No
CF08743,North East,Professional,Annual,5,58.0,8.0,Technology,Medium,15,199,12,76,52,,166.0,147,13,1,3,4,1.0,5,222.03,1110.15,2021-10-18,2021-11-05,Mid-Market,Referral,No
CF08539,West Midlands,Enterprise,Annual,10,39.0,6.0,Manufacturing,Micro,16,29,20,10,6,31.0,14.0,69,11,3,53,3,53.0,11,31.48,314.8,2025-04-22,2025-06-20,Smb,Partner,No
CF12574,South East,Professional,Monthly,36,50.0,5.0,Technology,Micro,26,79,4,6,4,53.0,122.0,123,0,0,18,2,90.0,10,85.96,3094.56,2021-08-12,2021-11-22,Enterprise,Referral,No
CF00854,East Midlands,Professional,Annual,48,44.0,5.0,Healthcare,Small,13,199,17,37,15,92.0,175.0,74,7,3,68,0,,6,224.54,10777.92,2022-06-22,2022-07-14,Mid-Market,Partner,No
CF02354,London,Starter,Monthly,47,52.0,9.0,Logistics,Micro,3,29,32,8,2,79.0,28.0,80,10,3,43,1,31.0,5,32.22,1514.34,2021-01-04,2021-01-17,Mid-Market,Partner,No
CF11279,North West,Starter,Monthly,13,39.0,3.0,Manufacturing,Small,18,29,17,11,4,89.0,71.0,103,15,3,50,3,66.0,4,27.68,359.84,2020-07-25,2021-06-30,Smb,Partner,No
CF14397,North West,Starter,Monthly,10,40.0,3.0,Healthcare,Medium,27,29,10,135,72,2.0,146.0,132,12,4,2,5,,2,26.99,269.9,2022-01-29,2022-07-12,Mid-Market,Direct,Yes
CF01365,South West,Enterprise,Monthly,5,,10.0,Education,Micro,30,199,13,1,0,44.0,61.0,167,3,3,29,3,55.0,5,205.41,1027.05,2023-11-08,2024-08-30,Mid-Market,Referral,No
CF04111,East Midlands,Enterprise,Monthly,4,51.0,5.0,Technology,Micro,7,79,33,8,4,6.0,89.0,172,17,2,47,0,64.0,9,94.42,377.68,2023-06-05,2023-08-11,Smb,Google Ads,No
CF01073,Wales,Professional,Monthly,51,38.0,7.0,Logistics,Small,7,79,21,29,17,50.0,12.0,57,9,0,21,4,15.0,0,76.97,3925.47,2021-03-20,2022-02-20,Smb,Partner,No
CF02228,East Midlands,Starter,Monthly,2,,5.0,Manufacturing,Medium,20,199,6,96,37,77.0,47.0,46,17,1,52,3,34.0,9,195.78,391.56,2022-11-18,2023-02-23,Smb,Referral,Yes
CF13028,South East,Starter,Monthly,73,45.0,2.0,Logistics,Micro,10,79,10,8,5,54.0,109.0,53,2,2,48,1,18.0,4,94.57,6903.61,2023-04-04,2023-12-16,Mid-Market,Linkedin,No
CF00847,South West,Starter,Monthly,21,49.0,,Technology,Micro,23,29,3,2,0,52.0,174.0,0,5,0,62,4,98.0,9,25.78,541.38,2023-01-14,2023-07-06,Enterprise,Organic Search,No
CF01506,South West,Professional,Monthly,84,54.0,3.0,Retail,Micro,3,199,25,4,0,78.0,,72,18,0,28,1,42.0,3,199.24,16736.16,2021-04-16,2022-03-16,Smb,Referral,No
CF13098,North East,Professional,Monthly,61,42.0,4.0,Manufacturing,Micro,18,79,23,8,5,4.0,23.0,126,16,3,49,4,41.0,3,72.9,4446.9,2022-08-04,2023-05-16,Smb,Direct,Yes
CF03062,London,Professional,Monthly,26,36.0,2.0,Education,Medium,15,79,9,56,12,8.0,85.0,45,9,3,40,3,71.0,4,75.45,1961.7,2022-11-24,2023-07-12,Smb,Direct,Yes
CF13525,London,Professional,Annual,8,41.0,10.0,Logistics,Small,13,199,34,19,5,86.0,74.0,77,9,2,21,2,29.0,10,170.38,1363.04,2025-01-17,2025-04-03,Mid-Market,Linkedin,No
CF04131,North East,Professional,Monthly,17,61.0,8.0,Retail,Micro,20,199,18,5,3,33.0,58.0,143,16,2,55,4,77.0,11,183.89,3126.13,2025-05-01,2025-06-20,Smb,Direct,No
CF02628,North West,Starter,Monthly,6,44.0,4.0,Finance,Medium,16,29,14,140,74,9.0,20.0,169,0,5,66,5,48.0,3,30.72,184.32,2020-09-22,2021-02-14,Smb,Referral,No
CF00814,Scotland,Starter,Monthly,18,49.0,8.0,Manufacturing,Micro,5,79,9,1,0,54.0,132.0,125,9,0,41,4,,1,77.62,1397.16,2023-11-19,2024-02-29,Mid-Market,Direct,No
CF00169,West Midlands,Starter,Monthly,41,50.0,6.0,Manufacturing,Medium,12,29,25,125,41,86.0,131.0,73,12,2,9,4,28.0,0,30.54,1252.14,2024-09-14,2025-05-02,Mid-Market,Google Ads,No
CF11863,North East,Professional,Annual,7,41.0,1.0,Retail,Small,4,79,21,19,10,42.0,73.0,20,9,4,38,0,17.0,9,84.16,589.12,2022-08-02,2023-04-19,Enterprise,Google Ads,No
CF07416,North West,Starter,Monthly,21,47.0,7.0,Logistics,Small,4,199,35,13,3,51.0,11.0,167,7,2,40,3,81.0,3,231.61,4863.81,2025-04-08,2025-06-20,Smb,Organic Search,No
CF14758,North West,Starter,Monthly,59,43.0,9.0,Retail,Small,13,29,0,44,26,78.0,10.0,12,1,2,40,3,51.0,0,34.45,2032.55,2020-06-30,2021-06-12,Enterprise,Direct,No
CF09475,Wales,Starter,Annual,42,53.0,9.0,Healthcare,Micro,21,29,1,1,0,80.0,38.0,146,14,4,58,4,84.0,9,28.94,1215.48,2023-10-26,2024-08-11,Mid-Market,Linkedin,No
CF00413,North West,Starter,Annual,7,62.0,2.0,Finance,Large,17,29,39,944,523,92.0,70.0,169,10,2,35,3,50.0,2,28.84,201.88,2023-09-29,2023-11-07,Smb,Google Ads,No
CF14820,West Midlands,Starter,Monthly,11,46.0,6.0,Retail,Micro,4,79,26,10,4,39.0,155.0,41,4,2,62,3,70.0,7,91.3,1004.3,2024-02-28,2024-11-20,Mid-Market,Referral,No
CF06771,South West,Enterprise,Monthly,2,35.0,4.0,Healthcare,Large,15,29,35,938,613,64.0,157.0,32,7,3,36,4,3.0,1,34.56,69.12,2022-03-04,2022-03-21,Smb,Linkedin,Yes
CF05954,West Midlands,Professional,Monthly,2,41.0,5.0,Finance,Small,18,29,27,32,10,71.0,45.0,68,12,2,25,0,50.0,2,23.29,46.58,2024-02-16,2024-06-04,Smb,Organic Search,No
CF11010,London,Professional,Annual,23,53.0,6.0,Manufacturing,Small,20,199,20,48,36,25.0,87.0,128,2,2,22,1,,9,199.01,4577.23,2024-01-27,2024-02-27,Smb,Direct,No
CF07972,North West,Enterprise,Annual,9,46.0,10.0,Technology,Small,23,199,4,27,19,4.0,155.0,95,6,0,34,0,7.0,4,204.71,1842.39,2024-03-26,2024-11-30,Smb,Direct,No
CF14227,West Midlands,Professional,Annual,7,53.0,4.0,Education,Micro,26,29,23,10,5,50.0,41.0,199,6,3,51,1,56.0,3,27.33,191.31,2022-09-04,2022-11-17,Smb,Referral,No
CF03396,London,Enterprise,Annual,8,43.0,7.0,Education,Small,18,199,32,38,19,3.0,78.0,96,9,2,46,1,74.0,11,230.63,1845.04,2024-06-27,2024-12-28,Enterprise,Direct,No
CF12110,West Midlands,Enterprise,Monthly,4,46.0,10.0,Retail,Medium,20,29,4,108,46,27.0,154.0,190,18,5,64,3,100.0,11,24.11,96.44,2021-02-07,2021-12-29,Smb,Google Ads,Yes
CF01790,West Midlands,Starter,Monthly,13,52.0,4.0,Technology,Micro,14,79,23,9,3,10.0,26.0,38,4,1,10,3,70.0,2,70.04,910.52,2024-07-30,2025-06-20,Smb,Referral,Yes
CF07101,East Midlands,Starter,Annual,22,39.0,1.0,Retail,Small,21,79,1,29,17,41.0,52.0,28,2,0,41,4,17.0,6,76.93,1692.46,2022-05-18,2022-07-14,Smb,Referral,No
CF06142,Scotland,Starter,Monthly,4,37.0,1.0,Logistics,Small,15,79,18,38,18,97.0,40.0,196,6,3,54,0,53.0,11,89.14,356.56,2023-09-02,2024-07-09,Smb,Referral,Yes
CF06104,North West,Starter,Annual,8,47.0,4.0,Logistics,Micro,8,29,23,9,4,24.0,111.0,199,0,5,39,5,64.0,1,33.81,270.48,2021-01-01,2021-08-08,Mid-Market,Direct,Yes
CF07758,Wales,Starter,Monthly,4,46.0,5.0,Healthcare,Large,15,29,12,735,423,54.0,106.0,78,11,1,70,1,100.0,3,29.95,119.8,2024-04-05,2025-02-21,Smb,Google Ads,No
CF04975,North West,Enterprise,Monthly,10,46.0,4.0,Manufacturing,Micro,17,29,20,9,4,64.0,72.0,19,8,1,51,1,60.0,11,27.09,270.9,2020-10-13,2021-02-18,Smb,Google Ads,No
CF08218,London,Starter,Monthly,18,30.0,5.0,Healthcare,Medium,21,79,22,143,52,78.0,46.0,160,1,5,71,3,80.0,2,85.7,1542.6,2022-08-16,2023-08-11,Enterprise,Google Ads,No
CF02920,Scotland,Professional,Monthly,41,38.0,8.0,Education,Large,4,29,10,882,231,67.0,,178,1,0,48,1,82.0,3,29.9,1225.9,2023-04-09,2023-11-08,Smb,Google Ads,No
CF04040,North West,Starter,Monthly,36,36.0,1.0,Education,Micro,28,29,26,6,4,86.0,69.0,43,16,1,25,2,22.0,10,26.17,942.12,2021-01-09,2021-04-12,Smb,Google Ads,No
CF10435,North East,Professional,Monthly,4,45.0,2.0,Technology,Small,6,199,27,48,27,16.0,156.0,2,19,1,19,0,67.0,6,171.26,685.04,2021-02-06,2021-06-29,Smb,Referral,Yes
CF10464,Wales,Professional,Annual,3,51.0,10.0,Retail,Medium,18,79,15,157,53,23.0,,179,4,1,66,1,6.0,8,90.53,271.59,2023-10-21,2024-05-31,Enterprise,Direct,No
CF05531,West Midlands,Starter,Monthly,17,48.0,,Education,Large,29,29,27,961,536,5.0,53.0,145,14,1,28,3,25.0,6,26.25,446.25,2022-09-13,2023-08-26,Smb,Partner,Yes
CF02756,London,Enterprise,Monthly,12,42.0,5.0,Healthcare,Micro,9,199,37,1,0,86.0,41.0,40,14,2,37,0,35.0,3,232.7,2792.4,2020-11-12,2021-07-31,Enterprise,Organic Search,No
CF00638,Scotland,Starter,Monthly,1,44.0,9.0,Healthcare,Micro,17,29,27,4,2,6.0,104.0,53,17,3,5,5,63.0,0,31.46,31.46,2024-03-22,2024-05-08,Smb,Organic Search,Yes
CF00773,North East,Starter,Monthly,14,36.0,6.0,Manufacturing,Micro,15,29,6,5,1,8.0,8.0,55,15,3,20,0,99.0,0,31.74,444.36,2021-04-29,2021-06-18,Smb,Partner,No
CF13830,West Midlands,Professional,Monthly,56,41.0,10.0,Manufacturing,Micro,19,29,20,2,0,42.0,6.0,102,6,1,48,5,12.0,9,26.86,1504.16,2022-07-26,2022-11-23,Smb,Partner,No
CF08631,Wales,Starter,Monthly,14,46.0,5.0,Technology,Micro,4,29,36,2,1,66.0,107.0,133,17,1,41,5,78.0,5,32.75,458.5,2020-10-07,2021-01-07,Mid-Market,Linkedin,No
CF00576,Wales,Professional,Monthly,17,47.0,10.0,Education,Micro,10,29,35,6,4,100.0,9.0,97,17,3,47,1,58.0,8,29.63,503.71,2020-04-21,2020-07-24,Mid-Market,Linkedin,No
CF01836,North West,Professional,Monthly,42,39.0,7.0,Logistics,Small,11,29,30,17,9,70.0,24.0,152,8,4,63,1,81.0,1,26.92,1130.64,2023-11-01,2024-04-07,Mid-Market,Linkedin,No
CF06686,South East,Starter,Annual,28,36.0,3.0,Education,Small,15,29,39,35,15,94.0,53.0,54,14,1,59,5,47.0,4,24.11,675.08,2022-09-19,2022-10-07,Smb,Linkedin,No
CF13416,London,Starter,Monthly,24,43.0,2.0,Manufacturing,Small,23,79,5,47,26,83.0,167.0,160,4,1,70,4,31.0,0,82.41,1977.84,2023-06-18,2024-05-25,Smb,Organic Search,Yes
CF10994,North West,Professional,Annual,41,28.0,10.0,Logistics,Micro,29,29,34,6,1,86.0,,26,10,2,43,0,21.0,1,30.72,1259.52,2024-04-28,2024-06-24,Smb,Organic Search,No
CF13573,Scotland,Professional,Monthly,9,45.0,1.0,Finance,Small,11,29,33,33,15,90.0,,118,4,3,32,4,62.0,7,31.6,284.4,2022-12-30,2023-08-30,Smb,Partner,Yes
CF09963,East Midlands,Starter,Monthly,31,37.0,,Finance,Micro,4,29,26,1,0,52.0,62.0,110,2,2,68,2,,9,23.28,721.68,2023-11-18,2024-06-16,Smb,Direct,No
CF10553,West Midlands,Professional,Monthly,7,,,Retail,Medium,28,29,30,69,42,82.0,32.0,29,7,1,32,4,40.0,0,34.46,241.22,2022-02-24,2022-03-04,Mid-Market,Direct,No
CF04745,North East,Professional,Monthly,8,57.0,1.0,Retail,Micro,15,29,1,5,1,56.0,128.0,18,11,1,39,4,51.0,6,30.62,244.96,2025-04-13,2025-06-20,Mid-Market,Google Ads,Yes
CF00891,Scotland,Starter,Monthly,7,,5.0,Healthcare,Micro,13,29,22,7,2,64.0,136.0,192,19,2,53,1,49.0,7,33.04,231.28,2024-02-05,2024-11-07,Enterprise,Referral,No
CF11956,Wales,Starter,Monthly,36,42.0,7.0,Healthcare,Medium,1,29,11,205,78,21.0,93.0,71,14,1,17,2,,6,33.16,1193.76,2020-07-27,2021-06-14,Mid-Market,Linkedin,No
CF04337,North East,Professional,Monthly,26,56.0,,Logistics,Small,10,79,12,41,29,6.0,,17,16,5,27,2,51.0,10,85.74,2229.24,2024-06-01,2024-06-15,Smb,Organic Search,No
CF04965,North East,Starter,Monthly,10,52.0,1.0,Technology,Small,6,29,3,22,12,1.0,68.0,196,4,3,25,5,9.0,6,23.45,234.5,2023-03-05,2023-12-18,Enterprise,Google Ads,No
CF14681,North East,Starter,Monthly,23,41.0,3.0,Logistics,Small,5,199,15,45,35,21.0,38.0,125,11,2,8,3,17.0,9,223.28,5135.44,2020-05-31,2020-11-16,Mid-Market,Direct,No
CF00574,London,Enterprise,Annual,8,34.0,8.0,Education,Small,3,79,28,43,19,54.0,122.0,182,8,3,23,2,14.0,8,91.8,734.4,2022-02-16,2022-03-16,Mid-Market,Partner,No
CF09604,Wales,Professional,Monthly,3,42.0,5.0,Education,Micro,19,29,28,5,1,85.0,104.0,89,12,3,65,0,25.0,4,31.94,95.82,2021-07-06,2022-06-17,Enterprise,Direct,No
CF00466,East Midlands,Starter,Monthly,3,41.0,3.0,Finance,Micro,18,29,21,5,3,44.0,176.0,77,19,2,38,2,44.0,6,26.76,80.28,2021-04-09,2021-07-19,Enterprise,Google Ads,Yes
